	30.26	-57.30	areal	-2120	-7464	3810
16:53:08.231 -> euler	-28.82	-11.16	16.84	areal	702	-252	-42
16:53:08.231 -> euler	-28.70	-11.09	16.89	areal	685	-239	-48
16:53:08.231 -> euler	-28.61	-11.01	16.95	areal	669	-231	-56
16:53:08.266 -> euler	-28.53	-10.93	17.00	areal	658	-234	-61
16:53:08.266 -> euler	-28.47	-10.84	17.06	areal	650	-242	-65
16:53:08.266 -> euler	-28.38	-10.74	17.13	areal	652	-242	-68
16:53:08.302 -> euler	-28.26	-10.66	17.20	areal	661	-233	-71
16:53:08.302 -> euler	-28.09	-10.56	17.26	areal	668	-217	-75
16:53:08.302 -> euler	-27.91	-10.46	17.34	areal	674	-196	-79
16:53:08.302 -> euler	-27.71	-10.37	17.41	areal	673	-177	-87
16:53:08.346 -> euler	-27.54	-10.28	17.49	areal	666	-164	-91
16:53:08.346 -> euler	-27.40	-10.20	17.57	areal	655	-158	-91
16:53:08.346 -> euler	-27.31	-10.10	17.64	areal	635	-160	-92
16:53:08.346 -> euler	-27.23	-10.02	17.72	areal	608	-167	-94
16:53:08.382 -> euler	-27.17	-9.92	17.79	areal	579	-169	-93
16:53:08.382 -> euler	-27.12	-9.83	17.85	areal	550	-163	-93
16:53:08.382 -> euler	-27.05	-9.74	17.92	areal	527	-147	-100
16:53:08.382 -> euler	-26.99	-9.64	17.97	areal	507	-115	-109
16:53:08.421 -> euler	-26.95	-9.54	18.02	areal	494	-78	-126
16:53:08.421 -> euler	-26.94	-9.45	18.07	areal	488	-43	-144
16:53:08.421 -> euler	-26.96	-9.35	18.11	areal	486	-12	-162
16:53:08.421 -> euler	-27.03	-9.24	18.16	areal	488	6	-176
16:53:08.462 -> euler	-27.11	-9.14	18.21	areal	492	20	-179
16:53:08.462 -> euler	-27.13	-9.03	18.26	areal	499	36	-170
16:53:08.462 -> euler	-27.07	-8.93	18.31	areal	502	62	-159
16:53:08.462 -> euler	-26.91	-8.83	18.37	areal	501	100	-153
16:53:08.498 -> euler	-26.65	-8.73	18.43	areal	497	146	-151
16:53:08.498 -> euler	-26.33	-8.64	18.50	areal	486	198	-150
16:53:08.498 -> euler	-26.00	-8.56	18.58	areal	471	244	-152
16:53:08.534 -> euler	-25.69	-8.47	18.66	areal	459	280	-153
16:53:08.534 -> euler	-25.46	-8.38	18.74	areal	446	302	-150
16:53:08.534 -> euler	-25.29	-8.29	18.83	areal	438	316	-142
16:53:08.534 -> euler	-25.15	-8.20	18.91	areal	435	317	-128
16:53:08.579 -> euler	-25.00	-8.12	18.99	areal	436	315	-113
16:53:08.579 -> euler	-24.81	-8.03	19.08	areal	429	317	-100
16:53:08.579 -> euler	-24.57	-7.95	19.16	areal	426	339	-92
16:53:08.579 -> euler	-24.32	-7.88	19.23	areal	423	373	-87
16:53:08.614 -> euler	-24.10	-7.80	19.30	areal	407	410	-86
16:53:08.614 -> euler	-23.92	-7.74	19.36	areal	383	441	-89
16:53:08.614 -> euler	-23.81	-7.67	19.42	areal	354	459	-96
16:53:08.614 -> euler	-23.74	-7.59	19.48	areal	355	468	-118
16:53:08.659 -> euler	-23.66	-7.49	19.52	areal	463	482	-186
16:53:08.659 -> euler	-23.49	-7.39	19.56	areal	596	544	-254
16:53:08.659 -> euler	-23.14	-7.31	19.60	areal	680	613	-302
16:53:08.659 -> euler	-22.68	-7.24	19.66	areal	684	635	-319
16:53:08.694 -> euler	-22.29	-7.19	19.74	areal	611	581	-306
16:53:08.694 -> euler	-22.11	-7.13	19.79	areal	492	533	-266
16:53:08.694 -> euler	-22.10	-7.08	19.82	areal	385	513	-217
16:53:08.694 -> euler	-22.23	-7.01	19.82	areal	286	488	-169
16:53:08.730 -> euler	-22.46	-6.94	19.80	areal	168	435	-123
16:53:08.730 -> euler	-22.77	-6.85	19.75	areal	51	429	-82
16:53:08.730 -> euler	-23.10	-6.73	19.65	areal	8	463	-71
16:53:08.730 -> euler	-23.39	-6.61	19.55	areal	-7	502	-83
16:53:08.777 -> euler	-23.60	-6.46	19.43	areal	-25	529	-113
16:53:08.777 -> euler	-23.77	-6.31	19.30	areal	-6	540	-159
16:53:08.777 -> euler	-23.95	-6.14	19.17	areal	1	548	-198
16:53:08.777 -> euler	-24.19	-5.95	19.02	areal	-1	528	-238
16:53:08.817 -> euler	-24.51	-5.77	18.87	areal	-4	507	-269
16:53:08.817 -> euler	-24.86	-5.58	18.70	areal	-4	488	-288
16:53:08.817 -> euler	-25.20	-5.39	18.53	areal	-19	465	-299
16:53:08.817 -> euler	-25.48	-5.20	18.35	areal	-39	443	-304
16:53:08.862 -> euler	-25.68	-5.01	18.17	areal	-59	428	-312
16:53:08.862 -> euler	-25.80	-4.81	17.99	areal	-77	415	-321
16:53:08.862 -> euler	-25.89	-4.63	17.81	areal	-101	397	-337
16:53:08.862 -> euler	-25.97	-4.45	17.63	areal	-124	378	-352
16:53:08.862 -> euler	-26.06	-4.26	17.45	areal	-144	356	-363
16:53:08.897 -> euler	-26.21	-4.09	17.27	areal	-165	326	-369
16:53:08.897 -> euler	-26.39	-3.91	17.09	areal	-192	294	-373
16:53:08.897 -> euler	-26.61	-3.74	16.92	areal	-219	263	-372
16:53:08.934 -> euler	-26.87	-3.57	16.75	areal	-244	237	-372
16:53:08.934 -> euler	-27.12	-3.41	16.58	areal	-267	212	-372
16:53:08.934 -> euler	-27.36	-3.25	16.42	areal	-289	193	-365
16:53:08.934 -> euler	-27.52	-3.11	16.27	areal	-312	181	-360
16:53:08.981 -> euler	-27.62	-2.96	16.13	areal	-338	176	-361
16:53:08.981 -> euler	-27.66	-2.83	16.01	areal	-366	182	-362
16:53:08.981 -> euler	-27.67	-2.70	15.90	areal	-393	197	-370
16:53:08.981 -> euler	-27.68	-2.58	15.81	areal	-422	218	-373
16:53:08.981 -> euler	-27.73	-2.46	15.73	areal	-444	239	-376
16:53:09.016 -> euler	-27.83	-2.34	15.67	areal	-457	256	-379
16:53:09.016 -> euler	-27.96	-2.23	15.62	areal	-462	267	-382
16:53:09.016 -> euler	-28.12	-2.12	15.60	areal	-461	270	-384
16:53:09.049 -> euler	-28.26	-2.01	15.59	areal	-461	266	-381
16:53:09.049 -> euler	-28.34	-1.92	15.61	areal	-461	261	-383
16:53:09.049 -> euler	-28.37	-1.84	15.65	areal	-469	250	-384
16:53:09.097 -> euler	-28.34	-1.76	15.70	areal	-486	241	-390
16:53:09.097 -> euler	-28.26	-1.71	15.76	areal	-506	239	-398
16:53:09.097 -> euler	-28.17	-1.66	15.84	areal	-532	245	-408
16:53:09.097 -> euler	-28.09	-1.61	15.92	areal	-555	248	-419
16:53:09.097 -> euler	-28.03	-1.58	16.01	areal	-580	275	-425
16:53:09.137 -> euler	-27.98	-1.55	16.10	areal	-591	284	-429
16:53:09.137 -> euler	-27.96	-1.53	16.19	areal	-602	292	-426
16:53:09.137 -> euler	-27.95	-1.51	16.29	areal	-600	298	-422
16:53:09.137 -> euler	-27.93	-1.50	16.38	areal	-592	303	-417
16:53:09.182 -> euler	-27.92	-1.50	16.48	areal	-583	306	-411
16:53:09.182 -> euler	-27.88	-1.50	16.58	areal	-576	308	-406
16:53:09.182 -> euler	-27.83	-1.51	16.67	areal	-575	313	-402
16:53:09.182 -> euler	-27.80	-1.53	16.77	areal	-579	321	-396
16:53:09.182 -> euler	-27.77	-1.57	16.85	areal	-588	328	-395
16:53:09.230 -> euler	-27.77	-1.60	16.93	areal	-596	332	-396
16:53:09.230 -> euler	-27.79	-1.64	17.00	areal	-598	336	-392
16:53:09.230 -> euler	-27.83	-1.68	17.06	areal	-594	339	-389
16:53:09.230 -> euler	-27.88	-1.72	17.12	areal	-582	348	-386
16:53:09.230 -> euler	-27.91	-1.77	17.17	areal	-566	360	-382
16:53:09.267 -> euler	-27.95	-1.82	17.21	areal	-547	378	-379
16:53:09.267 -> euler	-27.99	-1.88	17.25	areal	-525	393	-377
16:53:09.267 -> euler	-28.02	-1.95	17.29	areal	-501	409	-374
16:53:09.302 -> euler	-28.05	-2.01	17.32	areal	-483	426	-371
16:53:09.302 -> euler	-28.07	-2.08	17.35	areal	-465	439	-365
16:53:09.302 -> euler	-28.08	-2.15	17.39	areal	-450	451	-363
16:53:09.302 -> euler	-28.09	-2.24	17.44	areal	-434	460	-361
16:53:09.347 -> euler	-28.10	-2.32	17.48	areal	-424	469	-361
16:53:09.347 -> euler	-28.13	-2.40	17.53	areal	-416	477	-359
16:53:09.347 -> euler	-28.17	-2.49	17.58	areal	-403	487	-356
16:53:09.347 -> euler	-28.25	-2.59	17.64	areal	-398	498	-355
16:53:09.382 -> euler	-28.34	-2.69	17.71	areal	-388	512	-356
16:53:09.382 -> euler	-28.46	-2.78	17.78	areal	-378	528	-352
16:53:09.382 -> euler	-28.58	-2.89	17.87	areal	-365	545	-347
16:53:09.382 -> euler	-28.69	-3.00	17.98	areal	-345	564	-345
16:53:09.418 -> euler	-28.76	-3.11	18.11	areal	-323	582	-345
16:53:09.418 -> euler	-28.76	-3.22	18.27	areal	-289	604	-344
16:53:09.418 -> euler	-28.72	-3.35	18.45	areal	-242	637	-340
16:53:09.463 -> euler	-28.64	-3.49	18.66	areal	-174	681	-339
16:53:09.463 -> euler	-28.56	-3.64	18.91	areal	-104	730	-337
16:53:09.463 -> euler	-28.50	-3.81	19.20	areal	-37	774	-327
16:53:09.463 -> euler	-28.45	-4.00	19.54	areal	17	805	-307
16:53:09.463 -> euler	-28.38	-4.21	19.92	areal	83	862	-287
16:53:09.499 -> euler	-28.27	-4.45	20.35	areal	144	923	-268
16:53:09.499 -> euler	-28.10	-4.71	20.82	areal	221	971	-249
16:53:09.499 -> euler	-27.87	-4.99	21.35	areal	316	1011	-231
16:53:09.542 -> euler	-27.57	-5.30	21.92	areal	412	1033	-220
16:53:09.542 -> euler	-27.25	-5.64	22.54	areal	496	1039	-221
16:53:09.542 -> euler	-26.93	-6.03	23.19	areal	569	1040	-217
16:53:09.542 -> euler	-26.63	-6.45	23.86	areal	634	1071	-213
16:53:09.542 -> euler	-26.38	-6.90	24.56	areal	690	1077	-213
16:53:09.578 -> euler	-26.18	-7.39	25.28	areal	736	1076	-210
16:53:09.578 -> euler	-25.99	-7.91	25.99	areal	797	1090	-200
16:53:09.578 -> euler	-25.80	-8.46	26.72	areal	855	1125	-177
16:53:09.615 -> euler	-25.56	-9.03	27.43	areal	920	1174	-150
16:53:09.615 -> euler	-25.29	-9.63	28.14	areal	1035	1268	-126
16:53:09.615 -> euler	-24.98	-10.24	28.83	areal	1226	1413	-109
16:53:09.615 -> euler	-24.57	-10.88	29.53	areal	1423	1560	-96
16:53:09.658 -> euler	-24.11	-11.55	30.26	areal	1524	1659	-79
16:53:09.658 -> euler	-23.76	-12.25	31.00	areal	1526	1698	-45
16:53:09.658 -> euler	-23.70	-12.95	31.73	areal	1504	1693	13
16:53:09.658 -> euler	-23.96	-13.64	32.44	areal	1560	1733	90
16:53:09.695 -> euler	-24.47	-14.31	33.12	areal	1614	1738	177
16:53:09.695 -> euler	-25.12	-14.97	33.79	areal	1694	1769	268
16:53:09.695 -> euler	-25.85	-15.61	34.45	areal	1775	1797	374
16:53:09.695 -> euler	-26.56	-16.24	35.10	areal	1864	1841	473
16:53:09.734 -> euler	-27.23	-16.84	35.76	areal	1975	1904	591
16:53:09.734 -> euler	-27.85	-17.42	36.43	areal	2120	1969	715
16:53:09.734 -> euler	-28.43	-17.96	37.11	areal	2282	2036	829
16:53:09.734 -> euler	-28.97	-18.49	37.82	areal	2467	2090	939
16:53:09.781 -> euler	-29.49	-19.00	38.55	areal	2650	2138	1049
16:53:09.781 -> euler	-30.03	-19.50	39.33	areal	2828	2191	1151
16:53:09.781 -> euler	-30.58	-19.98	40.15	areal	2995	2242	1249
16:53:09.781 -> euler	-31.15	-20.45	41.01	areal	3158	2295	1351
16:53:09.781 -> euler	-31.77	-20.91	41.92	areal	3311	2343	1455
16:53:09.830 -> euler	-32.46	-21.36	42.85	areal	3465	2375	1561
16:53:09.830 -> euler	-33.22	-21.80	43.84	areal	3606	2393	1666
16:53:09.830 -> euler	-34.05	-22.22	44.88	areal	3738	2393	1767
16:53:09.830 -> euler	-34.92	-22.63	45.95	areal	3849	2371	1866
16:53:09.865 -> euler	-35.83	-23.03	47.06	areal	3947	2337	1966
16:53:09.865 -> euler	-36.75	-23.42	48.20	areal	4031	2300	2064
16:53:09.865 -> euler	-37.67	-23.78	49.37	areal	4111	2265	2164
16:53:09.865 -> euler	-38.58	-24.14	50.56	areal	4187	2237	2267
16:53:09.899 -> euler	-39.51	-24.48	51.77	areal	4284	2229	2369
16:53:09.899 -> euler	-40.53	-24.78	52.99	areal	4344	2174	2517
16:53:09.899 -> euler	-41.62	-25.07	54.22	areal	4449	2164	2635
16:53:09.947 -> euler	-42.68	-25.35	55.47	areal	4540	2131	2770
16:53:09.947 -> euler	-43.71	-25.60	56.73	areal	4628	2102	2910
16:53:09.947 -> euler	-44.73	-25.83	58.00	areal	4724	2077	3049
16:53:09.947 -> euler	-45.73	-26.05	59.28	areal	4818	2048	3190
16:53:09.947 -> euler	-46.73	-26.24	60.58	areal	4920	2018	3330
16:53:09.982 -> euler	-47.71	-26.41	61.89	areal	5018	1993	3472
16:53:09.982 -> euler	-48.70	-26.58	63.21	areal	5122	1976	3615
16:53:09.982 -> euler	-49.72	-26.73	64.53	areal	5223	1965	3755
16:53:09.982 -> euler	-50.77	-26.85	65.87	areal	5323	1954	3905
16:53:10.030 -> euler	-51.85	-26.97	67.22	areal	5439	1955	4060
16:53:10.030 -> euler	-52.96	-27.05	68.58	areal	5519	1966	4210
16:53:10.030 -> euler	-54.05	-27.12	69.96	areal	5601	1982	4364
16:53:10.030 -> euler	-55.13	-27.16	71.35	areal	5674	1972	4530
16:53:10.030 -> euler	-56.21	-27.17	72.74	areal	5739	1963	4699
16:53:10.080 -> euler	-57.32	-27.14	74.16	areal	5788	1954	4866
16:53:10.080 -> euler	-58.42	-27.09	75.57	areal	5826	1919	5030
16:53:10.080 -> euler	-59.54	-27.00	76.98	areal	5871	1882	5195
16:53:10.080 -> euler	-60.66	-26.88	78.39	areal	5907	1845	5361
16:53:10.080 -> euler	-61.77	-26.73	79.79	areal	5955	1811	5531
16:53:10.115 -> euler	-62.89	-26.54	81.19	areal	5999	1770	5704
16:53:10.115 -> euler	-63.98	-26.32	82.58	areal	6046	1727	5878
16:53:10.115 -> euler	-65.06	-26.06	83.96	areal	6085	1672	6050
16:53:10.148 -> euler	-66.13	-25.77	85.32	areal	6128	1612	6221
16:53:10.148 -> euler	-67.19	-25.44	86.67	areal	6170	1548	6393
16:53:10.148 -> euler	-68.23	-25.10	87.99	areal	6216	1482	6569
16:53:10.196 -> euler	-69.25	-24.72	89.30	areal	6275	1423	6743
16:53:10.196 -> euler	-70.22	-24.32	90.58	areal	6334	1375	6922
16:53:10.196 -> euler	-71.16	-23.89	91.85	areal	6405	1337	7102
16:53:10.196 -> euler	-72.06	-23.43	93.10	areal	6468	1299	7279
16:53:10.196 -> euler	-72.93	-22.95	94.33	areal	6524	1267	7452
16:53:10.231 -> euler	-73.78	-22.44	95.54	areal	6568	1228	7620
16:53:10.231 -> euler	-74.64	-21.91	96.71	areal	6605	1174	7786
16:53:10.231 -> euler	-75.57	-21.36	97.86	areal	6634	1112	7950
16:53:10.231 -> euler	-76.56	-20.79	98.99	areal	6691	1083	8104
16:53:10.265 -> euler	-77.63	-20.20	100.07	areal	6687	951	8268
16:53:10.265 -> euler	-78.79	-19.60	101.10	areal	6699	808	8442
16:53:10.265 -> euler	-79.95	-18.97	102.13	areal	6882	746	8600
16:53:10.313 -> euler	-81.02	-18.33	103.13	areal	6784	653	8760
16:53:10.313 -> euler	-81.91	-17.68	104.08	areal	6724	560	8874
16:53:10.313 -> euler	-82.65	-17.00	104.99	areal	6719	486	8992
16:53:10.313 -> euler	-83.38	-16.30	105.88	areal	6731	439	9103
16:53:10.313 -> euler	-84.12	-15.60	106.73	areal	6701	386	9210
16:53:10.363 -> euler	-84.85	-14.87	107.53	areal	6705	292	9308
16:53:10.363 -> euler	-85.52	-14.13	108.30	areal	6700	161	9417
16:53:10.363 -> euler	-86.06	-13.39	109.02	areal	6690	113	9536
16:53:10.363 -> euler	-86.54	-12.64	109.71	areal	6646	84	9681
16:53:10.363 -> euler	-87.04	-11.88	110.35	areal	6704	-6	9805
16:53:10.402 -> euler	-87.49	-11.12	110.97	areal	6649	-228	9913
16:53:10.402 -> euler	-87.81	-10.39	111.53	areal	6590	-346	10012
16:53:10.402 -> euler	-88.07	-9.67	112.06	areal	6521	-413	10103
16:53:10.402 -> euler	-88.38	-8.95	112.53	areal	6477	-486	10183
16:53:10.446 -> euler	-88.70	-8.25	112.96	areal	6448	-584	10257
16:53:10.446 -> euler	-89.01	-7.57	113.36	areal	6423	-670	10322
16:53:10.446 -> euler	-89.26	-6.90	113.71	areal	6424	-727	10379
16:53:10.446 -> euler	-89.48	-6.24	114.03	areal	6427	-757	10435
16:53:10.496 -> euler	-89.65	-5.58	114.32	areal	6432	-775	10484
16:53:10.496 -> euler	-89.77	-4.93	114.58	areal	6432	-798	10531
16:53:10.496 -> euler	-89.85	-4.28	114.81	areal	6447	-837	10569
16:53:10.496 -> euler	-89.98	-3.65	115.01	areal	6443	-882	10603
16:53:10.496 -> euler	-90.15	-3.02	115.17	areal	6420	-915	10635
16:53:10.535 -> euler	-90.33	-2.39	115.31	areal	6407	-941	10659
16:53:10.535 -> euler	-90.48	-1.78	115.43	areal	6431	-934	10672
16:53:10.535 -> euler	-90.58	-1.15	115.53	areal	6465	-928	10671
16:53:10.535 -> euler	-90.64	-0.51	115.61	areal	6500	-927	10663
16:53:10.579 -> euler	-90.70	0.12	115.69	areal	6530	-926	10658
16:53:10.579 -> euler	-90.82	0.77	115.74	areal	6552	-968	10657
16:53:10.579 -> euler	-90.96	1.41	115.79	areal	6567	-1046	10660
16:53:10.579 -> euler	-91.10	2.04	115.82	areal	6583	-1143	10661
16:53:10.615 -> euler	-91.20	2.66	115.85	areal	6580	-1235	10659
16:53:10.615 -> euler	-91.31	3.28	115.86	areal	6592	-1304	10650
16:53:10.615 -> euler	-91.50	3.89	115.87	areal	6688	-1236	10637
16:53:10.615 -> euler	-91.82	4.52	115.88	areal	6616	-1257	10639
16:53:10.655 -> euler	-92.19	5.16	115.87	areal	6619	-1349	10625
16:53:10.655 -> euler	-92.43	5.80	115.85	areal	6634	-1471	10624
16:53:10.655 -> euler	-92.54	6.43	115.85	areal	6632	-1573	10623
16:53:10.655 -> euler	-92.59	7.05	115.84	areal	6635	-1681	10613
16:53:10.696 -> euler	-92.64	7.66	115.83	areal	6619	-1785	10592
16:53:10.696 -> euler	-92.69	8.24	115.81	areal	6617	-1892	10564
16:53:10.696 -> euler	-92.76	8.80	115.79	areal	6622	-1987	10538
16:53:10.696 -> euler	-92.80	9.34	115.76	areal	6651	-2072	10517
16:53:10.735 -> euler	-92.84	9.86	115.75	areal	6698	-2106	10506
16:53:10.735 -> euler	-92.88	10.36	115.73	areal	6725	-2114	10507
16:53:10.735 -> euler	-92.95	10.84	115.71	areal	6740	-2104	10507
16:53:10.735 -> euler	-93.05	11.31	115.71	areal	6743	-2074	10511
16:53:10.781 -> euler	-93.24	11.78	115.70	areal	6745	-2034	10516
16:53:10.781 -> euler	-93.48	12.25	115.68	areal	6746	-1989	10520
16:53:10.781 -> euler	-93.75	12.73	115.67	areal	6744	-1955	10523
16:53:10.781 -> euler	-94.06	13.22	115.67	areal	6738	-1946	10520
16:53:10.781 -> euler	-94.33	13.71	115.66	areal	6733	-1963	10511
16:53:10.829 -> euler	-94.57	14.21	115.67	areal	6728	-1999	10503
16:53:10.829 -> euler	-94.76	14.72	115.69	areal	6724	-2047	10498
16:53:10.829 -> euler	-94.94	15.23	115.71	areal	6712	-2104	10496
16:53:10.829 -> euler	-95.10	15.74	115.73	areal	6700	-2167	10498
16:53:10.864 -> euler	-95.29	16.24	115.77	areal	6689	-2230	10500
16:53:10.864 -> euler	-95.48	16.75	115.81	areal	6680	-2300	10500
16:53:10.864 -> euler	-95.67	17.25	115.85	areal	6672	-2374	10497
16:53:10.864 -> euler	-95.87	17.75	115.90	areal	6661	-2448	10495
16:53:10.898 -> euler	-96.06	18.24	115.96	areal	6650	-2523	10495
16:53:10.898 -> euler	-96.25	18.72	116.03	areal	6636	-2605	10490
16:53:10.898 -> euler	-96.44	19.18	116.11	areal	6609	-2682	10482
16:53:10.946 -> euler	-96.63	19.63	116.19	areal	6575	-2757	10481
16:53:10.946 -> euler	-96.82	20.07	116.26	areal	6547	-2828	10483
16:53:10.946 -> euler	-97.04	20.49	116.33	areal	6528	-2901	10487
16:53:10.946 -> euler	-97.24	20.89	116.41	areal	6515	-2972	10498
16:53:10.946 -> euler	-97.45	21.27	116.48	areal	6501	-3043	10509
16:53:10.982 -> euler	-97.64	21.63	116.56	areal	6491	-3110	10522
16:53:10.982 -> euler	-97.80	21.97	116.63	areal	6486	-3171	10539
16:53:10.982 -> euler	-97.94	22.28	116.71	areal	6482	-3231	10552
16:53:10.982 -> euler	-98.07	22.57	116.78	areal	6471	-3289	10567
16:53:11.017 -> euler	-98.20	22.82	116.84	areal	6456	-3342	10587
16:53:11.017 -> euler	-98.34	23.05	116.89	areal	6443	-3396	10614
16:53:11.017 -> euler	-98.51	23.23	116.94	areal	6439	-3454	10647
16:53:11.062 -> euler	-98.70	23.38	116.98	areal	6442	-3509	10686
16:53:11.062 -> euler	-98.86	23.49	117.01	areal	6446	-3562	10731
16:53:11.062 -> euler	-99.03	23.57	117.03	areal	6455	-3618	10779
16:53:11.062 -> euler	-99.16	23.61	117.03	areal	6472	-3669	10834
16:53:11.062 -> euler	-99.27	23.59	117.03	areal	6484	-3722	10888
16:53:11.112 -> euler	-99.34	23.54	117.01	areal	6489	-3773	10940
16:53:11.112 -> euler	-99.39	23.43	116.98	areal	6491	-3819	10998
16:53:11.112 -> euler	-99.45	23.26	116.93	areal	6489	-3863	11057
16:53:11.112 -> euler	-99.53	23.03	116.85	areal	6482	-3905	11122
16:53:11.112 -> euler	-99.63	22.75	116.75	areal	6486	-3950	11191
16:53:11.147 -> euler	-99.76	22.39	116.60	areal	6501	-3998	11262
16:53:11.147 -> euler	-99.89	21.97	116.44	areal	6519	-4046	11333
16:53:11.147 -> euler	-99.98	21.46	116.25	areal	6536	-4087	11406
16:53:11.196 -> euler	-100.01	20.88	116.03	areal	6553	-4112	11473
16:53:11.196 -> euler	-99.98	20.23	115.78	areal	6568	-4118	11534
16:53:11.196 -> euler	-99.92	19.50	115.48	areal	6571	-4105	11589
16:53:11.196 -> euler	-99.87	18.68	115.13	areal	6571	-4077	11642
16:53:11.196 -> euler	-99.84	17.76	114.73	areal	6571	-4027	11694
16:53:11.234 -> euler	-99.84	16.77	114.28	areal	6581	-3968	11744
16:53:11.234 -> euler	-99.89	15.69	113.75	areal	6599	-3903	11788
16:53:11.234 -> euler	-99.94	14.53	113.16	areal	6625	-3840	11823
16:53:11.234 -> euler	-99.97	13.28	112.52	areal	6658	-3778	11844
16:53:11.276 -> euler	-99.98	11.94	111.80	areal	6692	-3719	11845
16:53:11.276 -> euler	-99.92	10.51	111.04	areal	6715	-3658	11830
16:53:11.276 -> euler	-99.83	8.98	110.20	areal	6726	-3604	11793
16:53:11.276 -> euler	-99.74	7.36	109.28	areal	6725	-3558	11733
16:53:11.312 -> euler	-99.68	5.63	108.29	areal	6716	-3526	11647
16:53:11.312 -> euler	-99.64	3.80	107.21	areal	6698	-3513	11531
16:53:11.312 -> euler	-99.63	1.86	106.04	areal	6677	-3519	11386
16:53:11.312 -> euler	-99.62	-0.20	104.78	areal	6664	-3549	11218
16:53:11.354 -> euler	-99.58	-2.36	103.42	areal	6664	-3594	11027
16:53:11.354 -> euler	-99.49	-4.64	101.98	areal	6653	-3651	10815
16:53:11.354 -> euler	-99.29	-7.03	100.42	areal	6620	-3715	10574
16:53:11.354 -> euler	-98.99	-9.53	98.73	areal	6562	-3787	10310
16:53:11.393 -> euler	-98.58	-12.15	96.92	areal	6477	-3865	10019
16:53:11.393 -> euler	-98.07	-14.86	94.95	areal	6362	-3952	9707
16:53:11.393 -> euler	-97.44	-17.69	92.81	areal	6219	-4060	9384
16:53:11.393 -> euler	-96.72	-20.60	90.47	areal	6033	-4196	9048
16:53:11.426 -> euler	-95.86	-23.61	87.87	areal	5818	-4372	8703
16:53:11.426 -> euler	-94.81	-26.68	84.98	areal	5566	-4591	8348
16:53:11.426 -> euler	-93.49	-29.81	81.78	areal	5262	-4851	7986
16:53:11.467 -> euler	-91.75	-32.96	78.17	areal	4880	-5132	7622
16:53:11.467 -> euler	-89.51	-36.12	74.10	areal	4409	-5409	7261
16:53:11.467 -> euler	-86.72	-39.21	69.45	areal	3834	-5660	6901
16:53:11.467 -> euler	-83.33	-42.20	64.10	areal	3204	-5869	6550
16:53:11.514 -> euler	-79.32	-44.97	57.94	areal	2591	-6030	6220
16:53:11.514 -> euler	-74.61	-47.39	50.85	areal	2014	-6165	5929
16:53:11.514 -> euler	-69.15	-49.32	42.83	areal	1458	-6277	5687
16:53:11.514 -> euler	-63.01	-50.60	33.98	areal	943	-6369	5498
16:53:11.514 -> euler	-56.35	-51.08	24.52	areal	463	-6500	5360
16:53:11.550 -> euler	-49.35	-50.73	14.83	areal	-69	-6707	5247
16:53:11.550 -> euler	-42.29	-49.49	5.34	areal	-709	-7041	5085
16:53:11.550 -> euler	-35.40	-47.45	-3.67	areal	-1584	-7540	4797
16:53:11.550 -> euler	-28.97	-44.68	-12.05	areal	-2719	-8216	4292
16:53:11.593 -> euler	-23.38	-41.23	-19.77	areal	-4059	-9161	3532
16:53:11.593 -> euler	-18.89	-37.13	-26.95	areal	-5496	-10363	2532
